"","year","county","SASH_sys_installed","total_sys_installed","pop","med_age","pov","inc_under10","inc_over200","ed_LThighschool","ed_college","county_medianinc","whiteshare","hispshare","asianshare","blackshare","maleshare","nonfluentshare","LThighschoolshare","collegeshare","poverty_rate","SASH_installations_share","SASH_install_rate_10000","total_install_rate_10000","inc_threshold","inc_under15","inc_under20","inc_under25","inc_under30","inc_under35","inc_under40","inc_under45","inc_under50","inc_under60","inc_under75","inc_under100","inc_under125","inc_under150","inc_under200","total_hh","eligible_hh","eligibilityshare"
"70",2012,"Inyo",0,27,18474,45.7,2035,396,135,970,2144,45000,66.049583198008,19.3515210566201,1.45610046551911,0.893147125690159,50.8606690483923,4.11930280394067,9.88988580750408,21.8597063621533,11.0154812168453,0,0,14.6151347840208,36000,998,1529,2127,2655,3070,3445,3955,4251,4777,5444,6482,7226,7459,7775,7910,3145,0.397597977243995
"71",2012,"Kern",4,1707,839153,30.7,180779,16811,6978,116560,60889,47727,38.5593568753255,49.1899570161818,4.10544918507114,5.55905776419795,51.5381581189604,14.6659786713508,28.0342587492815,14.6446292122941,21.543032081158,0.00234329232571763,0.0476671119569375,20.3419400276231,38181.6,35499,51372,67073,82545,95880,108985,121176,131414,151849,176643,204927,224270,235401,246200,253178,104218.9736,0.411643087472055
"72",2012,"Kings",19,187,151982,31.2,27679,2658,879,22332,9985,48761,35.4581463594373,50.9152399626272,3.77478911976418,6.88897369425327,56.2560040004737,15.9920253714256,27.9317590554333,12.4887432459476,18.2120251082365,0.101604278074866,1.2501480438473,12.304088642076,39008.8,5046,7181,9730,12231,14591,16762,18900,20938,24408,28924,33170,36227,38056,39888,40767,16331.62096,0.400608849314396
"73",2012,"Lake",30,73,64360,44.8,15036,2302,471,4242,5446,38147,74.0553138595401,17.1970167806091,1.11715351149782,2.32287134866377,50.5422622747048,4.89434431323804,12.2849695916594,15.7717926440776,23.3623368551896,0.410958904109589,4.66128029832194,11.3424487259167,30517.6,4727,6719,8849,10611,12060,13571,14866,16227,18144,20221,22546,24112,25014,25632,26103,10761.00048,0.412251483737501
"74",2012,"Lassen",0,1,34628,37.4,3724,615,252,4394,2724,51921,66.5039852142775,17.6389049324246,1.30241423125794,8.46424858496015,65.4990181356128,3.71375765276655,20.6049237983587,12.7737397420868,10.7543028762851,0,0,0.288783643294444,41536.8,1303,1793,2520,2982,3395,3842,4427,4846,5665,6803,8336,9076,9572,9875,10127,4021.8056,0.397136921102005
"75",2012,"Los Angeles",79,6999,9840024,34.8,1658231,201440,208954,1187773,1614690,56241,27.7601457069617,47.7117332234149,13.826805706978,8.53490804493973,49.3114549314107,17.2295413100618,22.4031562045497,30.4554424893683,16.8518999547156,0.0112873267609659,0.0802843570300235,7.11278752978651,44992.8,391967,562376,725688,883679,1037496,1181218,1323677,1448082,1690482,1999053,2381823,2651554,2822108,3009557,3218511,1323471.85904,0.411206256259494
"76",2012,"Madera",12,171,150615,33.2,29900,2627,1071,24403,10056,47937,38.1555621950005,53.7390034193141,1.99980081665173,3.484380705773,48.1738206685921,16.344321614713,32.5990542093029,13.4334339683133,19.8519403777844,0.0701754385964912,0.796733393088338,11.3534508515088,38349.6,4891,7521,10466,12648,15444,17331,19976,21765,25908,30534,35044,38226,39895,40992,42063,16708.13904,0.397217008772555
"77",2012,"Marin",0,330,252759,44.6,18371,3608,18247,12134,79392,90962,73.1317183562207,15.2734422908779,5.6998959483144,2.88179649389339,49.2287119350844,6.3004680347683,8.47583123777591,55.4568315171836,7.26818827420586,0,0,13.0559149229108,72769.6,7282,10571,13973,16792,20550,23889,27342,30281,36257,43835,55405,66422,74090,84905,103152,42708.20192,0.414031738793237
"78",2012,"Mariposa",0,21,18193,49.4,2647,432,142,1033,1858,52584,83.0539218380696,9.42120595833562,1.49508052547683,0.775023360633211,50.1841367558951,1.17627658989721,10.2673690488023,18.4673491700626,14.5495520255043,0,0,11.5429011158138,42067.2,841,1359,1837,2109,2523,2967,3186,3462,4003,4603,5806,6466,6832,7114,7256,3057.54336,0.421381389195149
"79",2012,"Mendocino",13,69,87577,41.7,16689,2377,656,6812,9334,43721,68.502003950809,22.1816230288774,1.807552211197,0.918049259508775,50.1615721022643,7.86279502609132,14.5229719646093,19.899797462957,19.056373248684,0.188405797101449,1.48440800666842,7.87878095847083,34976.8,5418,7654,10213,12240,14267,16042,17492,19253,22189,25698,29075,31515,32571,33572,34228,14257.59472,0.416547701297184
"80",2012,"Merced",9,195,256398,29.7,61914,5644,2024,38698,15191,43565,31.779889078698,55.0031591510074,7.51877939765521,3.81984258847573,50.3634973751745,17.4630847354504,31.9488132094943,12.5415892672859,24.1476142559614,0.0461538461538462,0.351016778602017,7.60536353637704,34852,11149,16200,21198,26243,30807,34462,38235,41677,47500,55063,62942,67882,70462,72472,74496,30671.9056,0.411725536941581
"81",2012,"Modoc",0,0,9545,46.8,1829,326,25,714,1035,37482,78.7637506547931,14.0073336825563,0.377160817181771,1.35149292823468,50.5919329491881,3.97066526977475,14.5210494203783,21.0494203782794,19.1618648507072,NA,0,0,29985.6,605,844,1304,1532,1742,2151,2277,2445,2701,3014,3447,3761,3842,3878,3903,1531.34336,0.392350335639252
"82",2012,"Mono",0,6,14181,37.1,1333,146,77,1133,2554,61868,68.2180382201537,26.4226782314364,0.782737465623017,0.578238488117904,53.0004936182216,8.29278612227629,13.6227004929662,30.7081880485752,9.39990127635569,0,0,4.23101332769198,49494.4,403,594,852,1161,1459,1792,2049,2269,2457,3053,3995,4428,4791,4979,5056,2246.7536,0.444373734177215
"83",2012,"Monterey",67,249,416199,32.9,64123,5294,6842,65210,46467,60143,33.0029625251382,55.3105605731874,6.29386423321536,3.01970932174272,51.4393355101766,23.8200956753861,30.5128841015755,21.7427110189834,15.4068126064695,0.269076305220884,1.6098068472053,5.98271499931523,48114.4,10792,16767,22825,29063,34875,40573,46066,51616,62423,76084,92009,103601,111424,118281,125123,49522.984,0.395794410300265
"84",2012,"Napa",0,179,136644,39.6,13341,1696,4163,13127,22206,69571,56.5169345159685,32.1250841602998,6.91578115394748,2.01838353678171,49.9151078715494,13.4876028219314,18.2008513234336,30.789068674348,9.76332660050935,0,0,13.0997336143556,55656.8,3719,5490,7483,9268,11546,13541,15738,17663,21322,26413,32602,38030,41225,45046,49209,19732.82312,0.401000286939381
"85",2012,"Nevada",2,144,98521,48,11320,2061,1891,2486,17764,57382,86.5937211355955,8.52610103429726,1.40680667065905,0.398899726961765,49.6584484526142,2.0249489956456,4.65351353375014,33.2522181872637,11.4899361557434,0.0138888888888889,0.203002405578506,14.6161732016524,45905.6,4314,6317,8490,10706,12815,14693,16596,18334,21662,25928,31496,35452,37633,39735,41626,16910.78656,0.406255382693509
"86",2012,"Orange",22,2348,3021840,36.2,349220,40527,99311,260677,611135,75566,44.0895613268737,33.5892370211527,18.1023482381595,1.62103221878061,49.4773714028539,12.009239403807,16.0411186082933,37.6070348388208,11.5565350912027,0.00936967632027257,0.072803325126413,7.77010033621899,60452.8,73829,108499,144921,181845,218267,254276,290725,326374,396991,491437,624356,728124,802889,890955,990266,399842.00992,0.40377232977806
"87",2012,"Placer",0,749,350074,40.2,29082,4963,9176,10023,67244,73356,76.0025023280792,12.8224318286991,6.19383330381577,1.21974211166782,48.8419591286414,2.4600513034387,5.46495460865298,36.6642130803413,8.3073864382959,0,0,21.3954763849929,58684.8,9704,14697,19638,24871,30220,35602,40552,44857,54592,67299,85697,101059,111419,122599,131775,53311.6528,0.404565758300133
"88",2012,"Plumas",0,5,19926,49.4,2720,597,253,922,2441,45358,85.1400180668473,8.04978420154572,1.1743450767841,1.26969788216401,50.341262671886,2.12285456187895,8.60154865192649,22.7726467021177,13.6505068754391,0,0,2.50928435210278,36286.4,1302,1794,2231,2965,3567,3981,4518,4954,5878,6754,7707,8344,8610,8856,9109,3673.51392,0.403283996047865
"89",2012,"Riverside",179,3530,2192982,33.7,335557,34121,27534,223919,218364,57096,39.5616562288245,45.5139622669042,5.97278044233833,6.30265091095139,49.7917447566829,12.5994650206887,20.6564675363971,20.1440202801809,15.3014023826917,0.0507082152974504,0.816240169777955,16.0968033481351,45676.8,68827,102106,138863,173538,207597,239524,272150,299536,352921,422265,512457,571653,611161,649084,676618,275856.96896,0.407699719723685
"90",2012,"Sacramento",0,2,1422348,34.9,230523,27987,20116,99900,216560,55846,48.4386380829445,21.5126677859427,14.4737434158167,10.1129962568935,48.988433210438,5.24189579484064,13.2194790810676,28.6567606586185,16.2072151119135,0,0,0.014061256457632,44676.8,57298,81629,107415,132901,159747,184956,209073,229187,271943,326306,393076,437901,465072,492380,512496,207514.07712,0.404908676594549
"91",2012,"San Benito",1,46,55467,34.1,7000,629,876,6601,5365,63939,38.0298195323345,56.4299493392468,2.34193304126778,1.48917374294626,49.9269836118773,17.6573458092199,22.9871848446859,18.6829642011422,12.6201164656462,0.0217391304347826,0.180287378080661,8.29321939171039,51151.2,1523,2183,3030,3567,4400,5061,5737,6312,7819,9526,11930,13596,14713,15964,16840,6485.48584,0.385123862232779
"92",2012,"San Bernardino",29,1982,2041029,31.7,350982,36174,19939,215070,195442,54750,33.1746388708833,49.2819063325411,6.37795935285584,8.72971427647525,49.7542661079289,13.1727672659232,20.8341405953331,18.932747971512,17.1963259708706,0.0146316851664985,0.142085193302006,9.71078803877848,43800,67819,98557,129448,159617,189792,218022,247175,273319,325128,387388,467019,518909,549981,579759,599698,240178.28,0.400498717687903
"93",2012,"San Diego",131,4767,3100500,34.7,418555,60589,69822,224724,583303,63373,48.464279954846,31.9976455410418,11.0590549911305,5.0522496371553,50.2001935171747,10.2009998387357,13.5797694525889,35.2482167503402,13.4995968392195,0.0274805957625341,0.422512497984196,15.3749395258829,50698.4,107954,151020,199303,245565,293329,338365,385213,427667,508596,612606,753878,854888,922408,997640,1067462,433319.08136,0.405933964262896
"94",2012,"San Francisco",24,785,807755,38.5,104784,22764,45437,55709,288742,73802,41.7754145749639,15.0575360103002,33.4882482931087,5.99426806395504,50.7335763938323,4.87189803839035,10.8433476979613,56.2015096484364,12.9722502491473,0.0305732484076433,0.297119794987341,9.71829329437763,59041.6,44013,57792,71561,83095,95174,105065,116297,125883,145546,172433,209554,241829,264531,295402,340839,143661.49808,0.421493720143528
"95",2012,"San Joaquin",0,506,687036,32.6,117938,11805,7407,74821,62578,53895,35.9298493819829,38.8346462194121,14.3388410505417,7.3450299547622,49.7965172130718,11.343364830955,21.8454836628214,18.270895559429,17.1662038088252,0,0,7.36497068567004,43116,24396,35926,47500,58139,69030,79862,89763,99080,116479,138210,165272,184546,195206,206225,213632,86032.3032,0.402712623576992
"96",2012,"San Luis Obispo",53,459,270121,39.3,34755,5969,4677,14879,42452,59628,71.0178031326702,20.7566238833708,3.38626023152587,2.1505177309428,51.206311245701,5.23135927973019,10.8470449293218,30.9482324981228,12.8664561437282,0.115468409586057,1.96208365880476,16.9923848941771,47702.4,11188,15908,20630,25098,30407,34632,39378,43574,51111,61405,75060,84724,90833,97031,101708,41645.85408,0.409464880638691
"97",2012,"San Mateo",9,580,721183,39.3,52888,8030,40298,43384,188516,87751,42.4946234173573,25.1431328802814,24.9702225371369,2.80525192634879,49.186960868462,9.17977822549894,10.6128879169052,46.1160607261501,7.33350619745612,0.0155172413793103,0.124794954955954,8.04234154160594,70200.8,15272,22034,29467,37502,45642,53253,62082,70356,86850,110921,142727,169729,191064,217071,257369,103219.563786667,0.401056707632491
"98",2012,"Santa Barbara",16,410,423594,33.6,62240,7209,9567,43532,64780,62723,48.1260357795436,42.6424831324334,4.90446040312186,1.98208662067924,50.2042049698532,15.2584786375633,21.0842410651581,31.3754740467,14.6933148250447,0.0390243902439024,0.377720175451021,9.67907949593243,50178.4,13589,20156,26496,32722,39379,45222,51406,56992,68378,82683,100322,112987,121847,131680,141247,57195.12624,0.404929847996772
"99",2012,"Santa Clara",51,2348,1788393,36.2,171669,23543,92703,120439,480665,90747,35.1812493115328,26.7315405506508,32.2775251301028,2.60250403574606,50.213403877112,7.79554605727041,12.0278548416413,48.0024647120741,9.59906463512215,0.0217206132879046,0.285172218857936,13.129105291734,72597.6,42901,60266,79264,97597,115288,132427,152212,169131,203915,253318,327746,394292,444186,511752,604455,245405.61552,0.405994847457627
"100",2012,"Santa Cruz",5,264,262340,36.9,36553,5468,7628,20675,52739,66571,59.8055957917207,31.9085919036365,4.15872531828924,1.03186704276893,49.8639170542045,11.5026301745826,14.8028553222261,37.7599896899097,13.9334451475185,0.0189393939393939,0.190592361058169,10.0632766638713,53256.8,10099,13748,17787,21337,25466,29151,32697,35575,42185,51497,63243,72183,78384,85682,93310,37727.7448,0.404326918872575
"101",2012,"Shasta",48,160,177693,41.9,30820,4765,1683,10071,18334,44396,82.4118001271857,8.43814894227685,2.65626670718599,0.919000748481932,49.2095918241011,1.31406414433883,11.0066776686084,20.0373774576771,17.3445211685322,0.3,2.70128817679931,9.00429392266437,35516.8,10595,14630,19134,23016,27204,31167,34823,37941,43686,50748,58428,62847,64805,67197,68880,27613.61568,0.400894536585366
"102",2012,"Sierra",0,0,3163,51.6,527,112,20,164,310,42500,88.7132469174834,8.88397091368954,0.126462219411951,1.13815997470756,49.0673411318369,4.1100221308884,9.19798093101514,17.3864273696018,16.6613974075245,NA,0,0,34000,196,362,426,512,547,607,715,733,904,989,1158,1257,1310,1318,1338,540,0.403587443946188
"103",2012,"Siskiyou",0,40,44673,47,8610,1561,248,2464,5324,37948,79.4685828128847,10.4134488393437,1.34533163208202,1.24236115774629,49.8332326013476,2.29221229825622,10.582374162515,22.86548702972,19.2733866093614,0,0,8.95395429006335,30358.4,3613,5278,6911,8071,9162,10225,11351,12180,13976,15661,17582,18561,18996,19337,19585,8149.20288,0.416094096502425
"104",2012,"Solano",4,451,414209,37,47415,6294,7725,27435,55264,69006,40.7639621543713,24.0221723815755,14.7778054074151,14.2097346991495,49.9484559727094,6.88372295145687,12.222449925155,24.620429111127,11.4471196907841,0.00886917960088692,0.0965696061650037,10.8882230951042,55204.8,11972,17176,22595,27807,33716,38892,44640,49508,60703,76538,97372,112279,121920,132570,140295,55334.7736,0.394417289283296
"105",2012,"Sonoma",13,562,483456,39.8,54966,7873,11438,36166,82180,63565,66.2852462271644,24.7689551893037,4.08454957638337,1.6007661503839,49.1792427852793,8.51142606566058,13.7569800526452,31.2599850889339,11.3693903891978,0.0231316725978648,0.268897272967964,11.6246359544612,50852,15350,23698,32918,41416,49060,56887,65903,73469,87910,106791,131434,149171,161091,173064,184502,74699.3732,0.404870262652979
"106",2012,"Stanislaus",0,77,515115,32.8,97847,10001,4786,58168,43284,49866,46.6973394290595,41.9341312134184,5.16564262349184,2.81354648961882,49.4650709064966,12.22833736156,22.4913387775303,16.7362657757981,18.9951758345224,0,0,1.49481183813323,39892.8,20924,30933,40770,50175,59434,68116,76052,83218,96740,113890,134366,146762,154798,161213,165999,67929.85792,0.409218476737812
"107",2012,"Sutter",0,94,94615,34.5,15868,1544,843,9737,8971,50510,50.4898800401628,28.6624742377002,13.9935528193204,1.76187708080114,49.753210378904,10.4814247212387,20.6091520975321,18.9878508233501,16.7711250858743,0,0,9.93499973577128,40408,3597,5719,7513,9030,10691,12454,14280,15652,18569,21979,25602,28200,29326,30792,31635,12603.0016,0.398387912122649
"108",2012,"Tehama",45,96,63200,39.6,12646,1505,356,6174,4266,40307,71.9193037974684,21.9699367088608,1.11392405063291,0.594936708860759,49.7278481012658,5.8370253164557,19.4499574709385,13.4391834420187,20.0094936708861,0.46875,7.12025316455696,15.1898734177215,32245.6,3538,5296,6894,8406,10143,11665,13116,14261,16435,18713,20665,22086,22777,23196,23552,9186.12144,0.390035726902174
"109",2012,"Trinity",0,1,13693,49.2,2377,416,81,527,1518,36569,83.385671510991,6.98166946615059,1.22690425764989,0.869057182502008,51.2305557584167,1.11005623311181,6.99124436189971,20.1379676306713,17.3592346454393,0,0,0.730300153363032,29255.2,797,1361,1866,2299,2785,3131,3389,3656,3971,4571,5120,5475,5612,5730,5811,2234.50032,0.384529395973154
"110",2012,"Tulare",129,757,441877,29.7,108096,9385,2837,64549,27647,43803,32.5948171097387,60.5686650357452,3.33011222580039,1.62103933900158,50.1431393804158,18.7115418996689,30.8962196417802,13.2331683594834,24.4629161508746,0.170409511228534,2.91936443852022,17.1314641857349,35042.4,18214,26882,35843,44314,52513,59786,66530,72369,83274,96178,109230,117217,122651,127159,129996,52574.67504,0.404433021323733
"111",2012,"Tuolumne",0,36,55205,48,6718,1237,802,3492,4631,48169,81.4147269269088,10.7508377864324,1.10316094556652,2.04872747033783,52.466262113939,1.83135585544788,11.7079058539529,15.5267216522497,12.1691875735893,0,0,6.52114844669867,38535.2,2732,4021,5309,6683,8148,9352,10160,11473,13538,15638,18264,19770,20607,21303,22105,8999.27616,0.40711495860665
"112",2012,"Ventura",87,974,822794,36.4,83936,9349,24117,72778,137915,76483,48.6673456539547,40.2561272931013,6.95666229943339,1.79814145460468,49.6843681407497,13.2394013568402,16.8250658294745,31.8836592634034,10.2013383665899,0.0893223819301848,1.05737280534374,11.8377139356874,61186.4,18975,27930,38479,47689,57738,66515,76715,86356,104790,130513,166976,196448,217584,241834,265951,106824.517813333,0.401669923457078
"113",2012,"Yolo",3,596,200873,30.5,36007,4346,3675,13730,38575,57260,49.9091465751993,30.3370786516854,12.880277588327,2.51601758324912,48.7970010902411,9.24912755820842,14.2421476287291,40.013899838181,17.9252562564406,0.00503355704697987,0.149348095562868,29.6704883184898,45808,8572,12508,16132,20033,22542,25676,28488,31192,36338,42712,51236,57378,61435,66415,70090,28924.9664,0.412683213011842
"114",2012,"Yuba",2,80,72244,31.9,14541,1298,378,7527,4911,46641,58.4546813576214,25.1827141354299,7.06494656995737,2.77254858534965,50.633962682022,7.25735009135707,20.6281345062896,13.4588506125134,20.1276230552018,0.025,0.27683959913626,11.0735839654504,37312.8,2824,4460,6057,7753,9121,10283,11752,12655,14886,17557,20690,22162,22961,23755,24133,9658.49472,0.40021939750549
"115",2013,"Alameda",19,2416,1535248,36.8,188501,29125,55912,104005,379779,72112,33.7251049993226,22.527109626588,26.7865517492939,12.0805889341657,49.0370285452253,7.23928642147718,11.9882751084656,43.7757332091531,12.2782117286588,0.00786423841059603,0.123758506768939,15.7368711765135,57689.6,55293,77566,98928,119301,138174,156980,176871,194250,231799,281304,347853,402457,440041,489159,545071,223123.67904,0.409347918051043
"116",2013,"Amador",0,68,37422,49.1,4150,844,356,2559,3712,53684,79.9743466410133,12.5861792528459,1.40024584469029,2.46646357757469,54.0751429640319,1.54721821388488,12.3563495895703,17.9237083534524,11.0897333119555,0,0,18.1711292822404,42947.2,1573,2447,3104,3911,4644,5323,6010,6698,7858,9281,11327,12550,13191,13906,14262,5727.94528,0.401622863553499
"117",2013,"Butte",15,540,220542,37,43942,6733,1885,11986,26499,43752,74.7848482375239,14.5477958846841,4.30802296161275,1.34350826599922,49.5143782136736,3.03434266488923,11.2694860753305,24.9149100208729,19.9245495189125,0.0277777777777778,0.680142557880132,24.4851320836847,35001.6,12762,18575,24711,30031,35084,39369,43481,46843,54156,62309,71476,77036,80067,82931,84816,35085.3712,0.413664534993397
"118",2013,"Calaveras",0,102,45147,50,4849,1032,730,1475,4675,55295,83.2170465368685,10.6186457571932,1.25811238842005,0.854984827341794,50.0852769840742,1.02110882229163,6.29024691884515,19.9368843021024,10.7404700201564,0,0,22.592863313177,44236,1972,3152,3992,5087,5843,6686,7632,8426,9960,11980,14530,16286,17249,17972,18702,7487.4512,0.400355641107903
"119",2013,"Colusa",0,40,21366,33.9,2635,305,153,3227,1375,52158,39.024618552841,55.9440232144529,1.14668164373303,0.903304315267247,51.7832069643359,19.0489562856875,30.7099352874001,13.0852683669585,12.3326780866798,0,0,18.7213329589067,41726.4,737,998,1387,1870,2307,2542,2946,3272,4055,4836,5729,6243,6463,6700,6853,2681.49312,0.391287482854224
"120",2013,"Contra Costa",30,4163,1065794,38.6,111173,14890,44009,62222,229366,78756,47.210530365155,24.5288489145182,14.7074387733464,9.1069193483919,48.8105581378766,7.3283392475469,10.7729359029186,39.7117613755395,10.4310026140136,0.00720634158059092,0.281480286059032,39.0600810287917,63004.8,28563,41553,55283,67720,81368,94279,107740,120109,145106,179568,226678,266514,294417,331846,375855,152009.42784,0.404436359340703
"121",2013,"Del Norte",0,2,28357,39.1,5406,892,172,3136,2027,37909,64.1993158655711,18.3975737913037,2.50026448495962,3.2020312444899,55.4818915964312,3.50883379765137,20.2179098704145,13.0681451872864,19.0640758895511,0,0,0.705293225658568,30327.2,1977,2596,3225,3755,4496,4942,5236,5533,6379,7373,8245,8943,9210,9421,9593,3803.49104,0.396486087772334
"122",2013,"El Dorado",0,848,180982,44.1,16206,2825,5376,6403,32153,69297,79.7278182360677,12.1746914057752,3.55947000254169,0.942082638052403,50.0469659966185,2.8223801262004,6.47611534221359,32.5201525219731,8.95448166115967,0,0,46.8554883911107,55437.6,5528,7922,10758,13563,16849,19829,22290,24824,29988,36343,45370,52239,57171,62509,67885,27631.97664,0.407040975767843
"123",2013,"Fresno",42,3496,939605,30.9,239584,22847,8735,118961,89768,45563,32.1508506234003,50.7743147386402,9.61148567749214,5.08617983088638,49.9363030209503,13.7570574869227,26.0622763988967,19.6666002116337,25.4983743168672,0.0120137299771167,0.446996344208471,37.2071242703051,36450.4,43097,62743,81873,98848,115360,129377,143585,155764,177816,205935,237785,257541,269459,281076,289811,119426.05136,0.412082534341347
"124",2013,"Glenn",18,85,28054,37.2,5198,573,343,3705,2074,43023,55.0616667854851,38.2334070007842,2.50588151422257,0.784201896342767,50.5952805304057,13.955229200827,26.5915452522788,14.8855235771191,18.528552078135,0.211764705882353,6.41619733371355,30.2987096314251,34418.4,1422,2243,2854,3467,4142,4652,4969,5581,6247,7064,8172,8750,9104,9285,9628,4063.484,0.422048608226007
"125",2013,"Humboldt",5,56,134613,37.5,26600,4294,1042,6190,20133,41426,76.8744474902127,10.091150186089,2.28284043888777,1.21236433331105,50.1118019804922,2.18032433717397,8.58470286387906,27.921780736426,19.7603500404864,0.0892857142857143,0.371435151136963,4.16007369273399,33140.8,8767,12546,16115,19250,22912,25769,28502,30923,35372,40557,46188,49546,50951,52254,53296,21550.32192,0.404351582107475
"126",2013,"Imperial",0,22,175201,31.8,38286,4468,1035,25549,12370,41807,13.3880514380626,80.8836707553039,1.48572211345826,3.09416042145878,51.4169439672148,28.9324832620818,29.8284940399052,14.441992691441,21.8526149964897,0,0,1.25570059531624,33445.6,8971,12574,15754,18472,21019,23067,25520,27078,30432,34873,40219,43524,45556,47064,48099,20227.18864,0.420532415226928
"127",2013,"Inyo",5,28,18482,45.7,2309,412,186,1053,2120,44796,65.2039822530029,19.9329076939725,1.50416621577751,0.963099231684883,50.3841575587058,4.61530137431014,10.7361337683524,21.6150081566069,12.4932366626988,0.178571428571429,2.70533492046315,15.1498755545937,35836.8,1064,1594,2062,2630,2986,3435,3963,4287,4741,5451,6481,7159,7385,7687,7873,3061.14464,0.388815526482916
"128",2013,"Kern",2,2777,848204,30.8,186811,17527,7579,114556,62165,48552,37.8946574173194,49.7987512438046,4.26996335787146,5.60572692418333,51.4791253047616,14.8788498993167,27.2489623101533,14.786931649243,22.0243007578366,0.00072020165646381,0.0235792332976501,32.7397654337872,38841.6,35423,51771,67164,82508,96196,109023,120820,130517,150481,176196,205939,225586,236794,247692,255271,106051.24064,0.41544570530926
"129",2013,"Kings",11,336,151806,31.1,28019,2879,996,22616,10167,48133,34.9432828741947,51.5368299013214,3.69221242902125,6.75401499281978,56.070906288289,15.8386361540387,28.4059936948139,12.7698858284035,18.4571097321582,0.0327380952380952,0.724609040485883,22.133512509387,38506.4,5306,7547,10080,12396,14908,16855,19140,21275,24715,29193,33549,36293,37964,39789,40785,16273.39216,0.399004343753831
"130",2013,"Lake",5,69,64260,45.1,15860,2346,462,4713,5005,36548,73.4936196700903,17.6206037970744,1.24183006535948,2.42296918767507,50.3672580143168,4.77746654217242,13.7891687878522,14.6434945434331,24.6809835045129,0.072463768115942,0.778089013383131,10.7376283846872,29238.4,4913,7214,9422,11267,12858,14059,15345,16500,18585,20707,23046,24684,25426,26043,26505,10985.9696,0.414486685531032
"131",2013,"Lassen",0,2,34018,37.3,3953,684,176,4544,2525,53107,66.2590393321183,17.88464930331,1.41395731671468,8.39555529425598,66.3031336351343,4.21247574813334,21.5386073849362,11.9685263307579,11.6203186548298,0,0,0.587924040214004,42485.6,1390,1835,2367,2979,3372,3736,4260,4680,5537,6786,8216,8957,9387,9769,9945,3996.49088,0.401859314228255
"132",2013,"Los Angeles",141,10309,9893481,35.1,1737224,209050,211613,1183287,1635119,55909,27.5048488999979,47.9254167466436,13.8750557058734,8.42450700617912,49.3117437633933,16.9604409206426,22.1350979750269,30.5872702614226,17.5592796913442,0.0136773692889708,0.142518088426106,10.4199927204591,44727.2,399350,572730,740470,894817,1050651,1193754,1334700,1461507,1702989,2006876,2391757,2660446,2829575,3018770,3230383,1327009.98624,0.410790295218864
"133",2013,"Madera",1,348,151435,33.2,32604,2925,922,24005,9792,45625,37.4913329151121,54.4497639251164,2.05962954402879,3.37702644699046,48.293327170073,16.0821474560042,32.0391329880946,13.0692435000801,21.530029385545,0.0028735632183908,0.0660349324792815,22.98015650279,36500,5362,8054,11046,13707,16621,18609,21075,22726,26656,31438,35477,38579,40249,41594,42516,17217.4,0.404962837519993
"134",2013,"Marin",1,670,254643,44.8,19121,3283,19155,11657,78492,90839,72.7410531606995,15.5276210223725,5.63376963042377,2.85026488063681,49.1291729990614,6.13800497166622,8.18592304937396,55.1196252887931,7.50894389400062,0.00149253731343284,0.0392706652057979,26.3113456878846,72671.2,7227,10589,13988,17053,20754,24113,27539,30357,36226,43660,55233,65476,73109,83757,102912,42505.84672,0.413031004353234
"135",2013,"Mariposa",0,32,18061,50.1,2876,579,120,1125,1918,49820,82.7141354299319,9.50667183433918,1.07967443663142,0.874813133270583,50.2242400753004,1.52815458723216,11.641142384106,19.8468543046358,15.9238137423177,0,0,17.7177343447207,39856,939,1435,2051,2331,2770,3108,3347,3627,4078,4756,5789,6549,6877,7118,7238,3098.2656,0.428055484940591
"136",2013,"Mendocino",15,105,87497,41.8,17221,2355,713,6859,9368,43469,67.7440369384093,22.6933494862681,1.74977427797524,0.726882064527927,50.1800061716402,7.98541664285633,14.6653837930297,20.0299337181954,19.6818176623199,0.142857142857143,1.71434449181115,12.000411442678,34775.2,5451,7880,10307,12443,14344,15768,17524,18944,22104,25530,28836,31027,32364,33165,33878,14258.53104,0.420878772064467
"137",2013,"Merced",2,275,258707,30,64490,5298,1932,39291,15523,42591,31.1966819606737,55.6065355788595,7.63914389637698,3.71501350949143,50.4474173485835,17.6956943569366,32.0957702298682,12.6803247888382,24.9278140908441,0.00727272727272727,0.0773075332325758,10.6297858194792,34072.8,10944,16109,21593,26519,31511,35441,39310,42647,48957,56424,64252,68823,71372,73477,75409,30585.28352,0.405591952154252
"138",2013,"Modoc",0,5,9468,46.9,1917,406,29,684,900,36212,78.3692437684833,14.2902408111534,0.348542458808619,1.32023658639628,50.4541613857203,4.24588086185044,14.1351518908865,18.598884066956,20.2471482889734,0,0,5.28094634558513,28969.6,748,971,1473,1701,1944,2264,2396,2566,2747,3127,3544,3780,3927,3954,3983,1654.01376,0.415268330404218
"139",2013,"Mono",0,7,14217,37.2,1197,156,92,1299,2593,61757,67.5458957585989,26.8481395512415,0.773721600900331,0.414996131391995,53.1968769782655,8.89076457761835,15.6808305166586,31.3013037180106,8.41949778434269,0,0,4.92368291482029,49405.6,422,617,807,1049,1329,1703,1901,2093,2511,3210,4258,4693,5035,5176,5268,2070.17504,0.392971723614275
