"","pop","male_pop","white_pop","hisp_pop","med_age","black_pop","asian_pop","nonfluent_english_pop","pov","inc_under10","inc_10to15","inc_15to20","inc_20to25","inc_25to30","inc_30to35","inc_35to40","inc_40to45","inc_45to50","inc_50to60","inc_60to75","inc_75to100","inc_100to125","inc_125to150","inc_150to200","inc_over200","ed_LThighschool","ed_college","year","county","county_medianinc","whiteshare","hispshare","asianshare","blackshare","maleshare","nonfluentshare","LThighschoolshare","collegeshare","poverty_rate"
"246",18373,9214,11906,3778,45.7,196,244,782,2019,300,711,489,433,642,420,327,556,367,438,887,901,670,342,258,216,1041,2137,2015,"Inyo",45955,64.8016110597072,20.5627823436565,1.32803570456648,1.06678277907799,50.1496761552278,4.25624557774996,11.0898050495366,22.7655267923724,10.9889511783595
"247",865736,444547,317048,441496,31.1,49021,39550,126842,195744,17888,17149,15966,16783,15167,13796,13452,11632,9722,19817,26319,30477,19903,10905,12329,8395,113113,65695,2015,"Kern",49026,36.6217877043348,50.9966086659213,4.56836726207527,5.66234972324126,51.3490255689956,14.651348679043,26.3000888194454,15.2748520063429,22.6101259506362
"248",150998,83958,51467,79452,31.4,9397,5602,21089,29900,2898,2592,2300,2765,2210,2561,2459,2230,2065,3199,3818,5239,2660,1853,1600,1105,21479,10436,2015,"Kings",46481,34.0845574113564,52.6179154690791,3.70998291368098,6.22326123524815,55.6020609544497,13.9664101511278,27.2216871134543,13.2261989252763,19.8015867759838
"249",64158,32146,46554,11899,45.5,1442,826,3444,15597,2700,2444,2318,2179,1876,1836,1153,1201,1200,1907,2148,2798,1491,694,576,472,5210,4567,2015,"Lake",35578,72.5614888244646,18.5464010723526,1.28744661616634,2.2475762960192,50.1044296892048,5.36799775554101,15.5815414062266,13.6585219965906,24.3102964556252
"250",32645,21818,21526,5986,37,2789,493,1471,3563,798,607,371,474,578,445,415,503,489,796,1285,1155,709,454,462,166,4288,2107,2015,"Lassen",51555,65.9396538520447,18.3366518609282,1.5101853270026,8.54342165722163,66.834124674529,4.50604993107673,21.3078910753329,10.4700854700855,10.9143819880533
"251",10038388,4945351,2703547,4842319,35.6,830791,1418362,1627354,1800265,215249,188195,173375,172086,153658,158980,142702,142601,123969,238748,303103,379488,272632,172125,196545,229613,1168743,1698984,2015,"Los Angeles",56196,26.9320831193215,48.2380139121939,14.1293801355357,8.27613955547444,49.2643938449082,16.2113080307316,21.3921695496315,31.0974729175799,17.9338057066533
"252",153187,73863,55593,85245,33.5,5313,3252,24288,33968,3656,2404,2512,3114,2706,2341,2558,2255,2100,3804,4464,4128,3147,1695,1316,959,22682,9703,2015,"Madera",45073,36.2909385261151,55.6476724526233,2.12289554596669,3.46830997408396,48.2175380417398,15.8551313100981,29.9891583150435,12.8288864796256,22.1742053829633
"253",258349,126460,185975,40875,45.4,6583,14681,14907,20964,3613,3738,3203,3432,2879,3183,3533,2989,3006,5500,7577,11540,10547,7167,10577,21186,10862,78542,2015,"Marin",93257,71.9859569806734,15.8216211403954,5.68262311833992,2.5481035343663,48.9492895269577,5.77010168415593,7.72518758223392,55.8600334269763,8.11460466268497
"254",17789,8931,14539,1803,50.6,192,231,359,2651,574,258,540,557,195,399,481,477,313,536,713,854,643,392,250,163,928,2064,2015,"Mariposa",47681,81.7302827590084,10.1354769801563,1.2985552869751,1.0793186800832,50.205182978245,2.01810107369723,9.88917306052856,21.9948849104859,14.9024678171904
"255",87544,43827,58376,20693,42.2,585,1697,7070,17527,2676,3079,2256,2343,1900,2445,1374,1603,1191,2889,3581,3445,2063,1484,899,789,6114,9329,2015,"Mendocino",42980,66.681897103171,23.6372566937768,1.93845380608608,0.668235401626611,50.0628255505803,8.07593895641049,13.460734021708,20.5389577508201,20.0207895458284
"256",263885,133152,78992,150222,30.4,9020,19904,45985,67417,5718,5840,5235,5381,4951,5048,4644,3781,3307,6645,7367,7937,4750,2819,2344,1925,39366,16326,2015,"Merced",42462,29.9342516626561,56.9270705041969,7.5426795763306,3.41815563597779,50.4583435966425,17.4261515432859,31.3783318454279,13.0133273817115,25.5478712317866
"257",9184,4664,7149,1345,47.8,47,100,456,1673,480,231,179,330,383,198,211,227,195,206,370,303,271,115,12,34,622,790,2015,"Modoc",37860,77.8418989547038,14.6450348432056,1.08885017421603,0.511759581881533,50.7839721254355,4.96515679442509,13.3304757822546,16.9309901414488,18.2164634146341
"258",14146,7311,9405,3862,38.5,78,155,1236,684,71,220,160,152,205,356,397,116,332,492,572,820,445,284,120,164,1072,2717,2015,"Mono",56944,66.4852255054432,27.3010038173335,1.09571610349215,0.551392619821858,51.6824544040718,8.73745228333098,13.7277500320143,34.7931873479319,4.8352891276686
"259",428441,219299,135021,243894,33.5,11947,26075,103580,69475,6075,5379,5131,6443,5913,6273,6237,5655,6054,10707,13152,16179,10776,7057,7414,6957,67077,46026,2015,"Monterey",58783,31.514490910067,56.9259244563429,6.08601884506852,2.78848196134357,51.1853440730462,24.1760242367094,30.6105964495961,21.0039702459727,16.2157683321624
"260",140295,69798,76016,46689,40.3,2944,10817,18708,14020,1732,2081,1526,2347,1860,1817,1838,2128,2315,3395,4873,6675,4926,3245,4048,4688,13639,23094,2015,"Napa",71379,54.1829715955665,33.2791617662782,7.71018211625503,2.09843543960939,49.7508820699241,13.3347589008874,18.5602503912363,31.4268218003674,9.99322855411811
"261",98570,48668,84497,8902,49,481,1415,1709,12367,1788,2203,1935,1954,2231,2536,1651,2046,2049,3118,3942,5473,3570,2247,2461,1789,3309,17130,2015,"Nevada",56521,85.7228365628487,9.03114537891854,1.43552805113118,0.487978086638937,49.3740488992594,1.73379324338034,6.37486273527655,33.0013293004797,12.5464137161408
"262",3116069,1539600,1320050,1064499,37.1,51816,590342,342794,395483,45292,34964,35314,37859,36909,36798,36174,35798,34884,69153,92114,131085,103588,74662,92711,112048,259365,648550,2015,"Orange",76509,42.3626691193295,34.1615991173495,18.9450875445955,1.66286433323524,49.4084052695881,11.0008475422078,15.437235064513,38.6012715712988,12.6917279431232
"263",366280,178729,272814,49158,41,5183,24468,8366,32427,5535,4999,5172,5341,5104,5237,5402,4746,3924,9635,13519,17991,14974,10691,12601,10585,10108,71904,2015,"Placer",73948,74.482363219395,13.4208802009392,6.6801354155291,1.41503767609479,48.7957300425904,2.28404499290161,5.3438504483167,38.0138724412113,8.85306323031561
"264",18966,9608,15993,1574,51.3,124,178,277,2687,564,737,452,649,285,562,328,357,377,754,804,1074,486,175,225,388,1035,1982,2015,"Plumas",47333,84.3245808288516,8.29906147843509,0.938521564905621,0.653801539597174,50.6590741326584,1.46050827797111,10.5012175324675,20.1095779220779,14.1674575556259
"265",2298032,1143477,867646,1079778,34.5,143976,142136,268982,379985,39421,35276,35248,37126,33831,36218,32464,32214,30138,54032,72784,91796,60589,38725,39738,29632,228108,232063,2015,"Riverside",56603,37.756045172565,46.987074157366,6.18511839695879,6.26518690775411,49.7589676732091,11.7048848754064,19.8737395298427,20.2183159578528,16.5352353666093
"266",1465832,717117,686399,326742,35.5,145959,220485,72018,262251,33699,30490,25708,25987,25440,25732,23427,23344,21528,40570,53201,66106,46235,27435,31021,22673,97046,228544,2015,"Sacramento",55987,46.8265803993909,22.2905489851497,15.041628235705,9.95741667530795,48.9221820781645,4.91311419043929,12.4165320047544,29.2410185942192,17.8909315665097
"267",57557,28773,21092,33307,35,449,1533,8845,6202,527,633,665,754,546,669,797,635,587,1274,1995,2528,1927,1084,1479,1098,6251,5499,2015,"San Benito",71077,36.6454123738207,57.8678527372865,2.66344667025731,0.780096252410654,49.99044425526,15.3673749500495,20.8958716363029,18.3820825672739,10.7754052504474
"268",2094769,1042053,652920,1070262,32.5,179087,139894,245345,397766,42004,33507,33022,33811,31693,29220,28689,29437,25160,51304,64769,77634,53072,29940,30054,21009,219969,204060,2015,"San Bernardino",53433,31.1690692386607,51.0921251937564,6.67825426097102,8.54924815098944,49.7454850630308,11.7122699448006,20.5919715566074,19.1026813589246,18.988537638279
"269",3223096,1618945,1515316,1060995,35.1,163276,369052,305260,454876,66035,46226,44270,48188,45470,48605,44188,45741,42554,82806,103886,141431,103409,70131,79791,81426,227489,627596,2015,"San Diego",64309,47.0142992948395,32.9185044441742,11.4502329437286,5.06581249829357,50.2294998349413,9.47101792810391,13.1438789895768,36.2612956157988,14.1130143191515
"270",840763,427909,346732,128619,38.5,46825,284426,36752,109524,23059,21554,13207,12962,10439,10799,10045,10058,8892,18365,27015,36849,33540,24273,34116,58114,52783,314049,2015,"San Francisco",81294,41.2401592363127,15.2978901307503,33.8295096239963,5.56934593934319,50.8953177054652,4.37126752723419,9.76387128996754,58.09321210888,13.026738807488
"271",708554,352400,243086,284168,33.5,50263,104763,76265,129390,13557,12790,12316,12959,10742,10932,10066,9953,9419,17500,22424,26232,19640,10919,11947,7677,74533,64860,2015,"San Joaquin",53274,34.3073357852754,40.1053413007336,14.7854644811828,7.09374303158263,49.7350942906257,10.7634703918121,20.9958026986676,18.2709372094989,18.2611346488764
"272",276517,140953,192918,60181,39.3,5682,10127,15653,38630,6679,5208,4137,4928,4400,4695,4282,4997,3999,7878,9815,14081,9930,6340,6387,5820,14583,43557,2015,"San Luis Obispo",60691,69.7671390909058,21.7639421807701,3.66234264077796,2.05484653746424,50.9744428009851,5.66077311702355,10.7223999117679,32.0260284548362,13.9702079799795
"273",748731,368416,305166,189389,39.5,19439,198849,63435,59232,8434,6138,6727,7873,7651,7643,7705,8301,7618,15185,22350,30853,27008,21139,27261,47825,44991,201934,2015,"San Mateo",93623,40.7577621335299,25.2946652402532,26.5581363667325,2.59625953780463,49.2053888512697,8.47233519114342,10.6397671080294,47.7546782954994,7.91098538727527
"274",435850,218483,201998,192304,33.6,8727,22503,62844,68017,7285,6485,6670,5891,6870,6944,6099,5813,5117,10086,14002,18134,12997,9011,10122,11187,45294,65121,2015,"Santa Barbara",63985,46.3457611563611,44.1216014683951,5.16301479866927,2.00229436732821,50.1280256969141,14.4187220373982,21.7278052009728,31.2389367795415,15.6055982562808
"275",1868149,939004,627328,497074,36.8,48310,630704,133346,175690,22926,19543,17382,18286,18369,18901,16475,18247,17358,33260,48328,71291,65518,49614,72758,113207,122073,522329,2015,"Santa Clara",96310,33.580190873426,26.6078348140325,33.7609045102933,2.5859821673753,50.2638708154435,7.13786748273291,11.6730702661972,49.9470244777512,9.40449610817981
"276",269278,133714,157042,88602,37,2535,11857,30230,39053,5839,3796,3745,4424,3526,3877,4012,3769,3400,6563,9091,11462,9017,5907,7692,8682,20340,52007,2015,"Santa Cruz",67256,58.3196547805614,32.903542064335,4.40325611449877,0.941406279012767,49.6564888331019,11.2263162976552,14.5926749650249,37.3117623847616,14.502855784728
"277",178942,87851,145248,16384,42.2,1788,4735,2380,31707,5115,5135,4346,4723,4118,3962,3809,3722,3071,5588,7297,7051,4638,2333,2729,1738,8804,18362,2015,"Shasta",44620,81.1704351130534,9.15603938706396,2.64610879502856,0.999206446781639,49.0946787227146,1.33003990119704,9.68526198831696,20.1999977998042,17.7191492215355
"278",3021,1505,2658,268,54.5,3,1,95,438,71,82,151,45,68,60,85,90,39,86,73,128,145,34,41,54,106,350,2015,"Sierra",42833,87.9841112214499,8.87123469049983,0.033101621979477,0.099304865938431,49.8179410791129,3.14465408805031,6.24263839811543,20.6124852767962,14.4985104270109
"279",43895,21825,34244,5044,47.8,621,692,1013,10026,1714,1743,1567,1638,1194,1168,1035,981,854,1674,1750,1863,641,570,402,339,2653,4780,2015,"Siskiyou",37170,78.0134411664199,11.4910582070851,1.57648934958424,1.41473971978585,49.7209249345028,2.30777992937692,11.9585305386522,21.5460897002479,22.8408702585716
"280",425753,211881,169259,107592,37.3,59212,64120,26523,55534,7100,6366,5602,5768,5452,5884,5580,6221,5175,11056,14579,20844,15354,9902,10594,8135,27035,57237,2015,"Solano",66828,39.7552101805507,25.2709904569081,15.0603753819703,13.9075943093766,49.7661789817101,6.22966837579536,11.7680089495197,24.9145747454654,13.0437131388387
"281",495078,242817,320545,127774,40.8,7731,19261,42419,57179,7825,7943,7966,8733,7837,7688,8448,7637,7989,15473,18807,25119,18030,11888,13505,12894,36095,84936,2015,"Sonoma",64240,64.7463631993342,25.8088624418778,3.8904980629315,1.56157211590901,49.0462109001006,8.5681448175843,13.5114901008074,31.7942075966804,11.5494932111708
"282",527367,261045,235880,230087,33.5,14335,28560,62045,105927,10547,11339,9729,9031,9746,9597,8441,8689,7245,14461,17514,20182,13173,7630,6606,5266,56581,43931,2015,"Stanislaus",50125,44.7278650351653,43.6293890213077,5.415583455165,2.71822089740162,49.4996842805864,11.7650516623149,21.3091046040862,16.5449581018736,20.0860122078173
"283",95247,47349,46108,28261,35.4,2049,14044,8149,16743,1672,2070,2060,1727,1710,1624,1543,1633,1140,2748,3585,3688,2691,1485,1618,923,9492,8650,2015,"Sutter",52017,48.4088737703025,29.6712757357187,14.7448213592029,2.15124885823176,49.711801946518,8.55565004672063,20.013916123727,18.2385560967381,17.5785064096507
"284",63152,31489,44291,14813,40.5,321,809,3814,12313,1554,1849,1716,1732,1588,1767,1451,1065,1126,1926,2219,2512,1391,704,513,591,5625,4590,2015,"Tehama",41001,70.133962503167,23.4561059032176,1.28103623004814,0.508297441094502,49.8622371421333,6.03939701038764,17.6764502545409,14.4239834077054,19.4974030909552
"285",13373,6878,11096,955,50.3,151,201,286,2562,458,496,564,468,299,459,175,258,245,328,544,577,237,123,95,158,566,1420,2015,"Trinity",34974,82.9731548642788,7.14125476706797,1.50302849024153,1.12914080610185,51.431989830255,2.138637553279,7.85565579458709,19.7085357390701,19.1580049353174
"286",454033,227426,139581,283533,30.3,7846,15427,90883,125775,10235,9715,10189,9419,8326,8512,7541,6366,6187,10560,12287,13274,8255,4885,4584,3235,65788,29615,2015,"Tulare",42031,30.7424790709045,62.4476634958252,3.39777064662701,1.72806822411587,50.0901916821024,20.0168269707268,30.6201478226872,13.7839070616052,27.7017309314521
"287",54079,28218,43995,6139,48.6,991,745,722,7010,1314,1368,1299,1055,1492,1328,1215,879,1044,2304,2191,2628,1563,857,822,774,2692,5404,2015,"Tuolumne",50306,81.3532054956637,11.3519110930306,1.37761423103238,1.83250429926589,52.1792192902975,1.33508385879916,9.41917424772568,18.9083275017495,12.9625177980362
"288",840833,416484,395199,349799,37.1,15063,59508,105811,91880,9437,9027,9004,9835,8939,10493,9251,10158,9488,18336,26125,37724,29473,20661,24429,26589,73808,140524,2015,"Ventura",77348,47.0008907833066,41.6014832909745,7.07726742409016,1.79143777658584,49.5323090316389,12.5840684178666,16.7485471415961,31.8877742050408,10.9272590395477
"289",207320,100937,100100,64526,30.9,5409,28324,17265,39688,5336,4509,4110,3674,3290,2850,3133,2903,2939,5537,6056,7744,6477,4179,4832,4428,12840,39717,2015,"Yolo",54989,48.2828477715609,31.1238664865908,13.6619718309859,2.60901022573799,48.6865714836967,8.32770596179819,13.1106028426728,40.5540352883516,19.1433532703068
"290",73437,37300,41676,19611,32.1,2456,5277,4700,15862,1423,1765,1807,1750,1541,1365,1205,1102,1486,2127,2727,3187,1679,837,677,461,6934,4888,2015,"Yuba",46892,56.7506842599779,26.7045222435557,7.18575105192206,3.34436319566431,50.7918351784523,6.40004357476476,18.7430733882957,13.2125962967969,21.5994662091316
"291",1605217,786730,523797,362070,37.2,182092,452582,108371,189590,28717,24566,19440,20781,18185,18747,18175,18632,17294,35023,47856,67428,57480,42402,56858,72709,104214,418869,2016,"Alameda",79831,32.6309153217291,22.5558289003917,28.1944434926867,11.3437622452292,49.0108190979787,6.75117445180309,11.4072111911382,45.8491867159964,11.8108642009149
"292",1184,692,804,92,42.8,10,9,16,221,22,25,29,18,9,10,7,13,0,29,61,33,34,18,9,26,34,139,2016,"Alpine",62375,67.9054054054054,7.77027027027027,0.760135135135135,0.844594594594595,58.4459459459459,1.35135135135135,6.25,25.5514705882353,18.6655405405405
"293",36963,19839,29436,4822,50.3,898,547,926,3684,801,705,829,839,657,768,656,497,703,1053,1828,2016,1136,763,403,594,2469,3977,2016,"Amador",57032,79.6363931499067,13.0454779103428,1.47985823661499,2.42945648351054,53.6725915104293,2.50520791061332,12.5943684962253,20.286676188533,9.96672348023699
"294",223877,110926,164398,34503,36.9,3366,9651,6683,46456,7309,6537,5691,5337,4806,5216,4188,4188,3436,6544,7973,8968,5548,3450,3564,2750,11550,27809,2016,"Butte",44366,73.4322864787361,15.411587612841,4.31084926097813,1.50350415630011,49.5477427337333,2.98512129428213,10.8705882352941,26.1731764705882,20.7506800609263
"295",44787,22156,36857,5028,51.2,258,448,554,5641,863,1010,1106,969,1066,940,774,886,745,1257,1509,2087,1633,1135,955,778,2024,4336,2016,"Calaveras",53502,82.2939692321433,11.2264719673119,1.00029026279947,0.576060017415768,49.4697121932704,1.23696608390828,8.95258315640481,19.1790516631281,12.5951727063657
"296",21361,11097,7881,12351,34.7,222,346,4011,2859,271,331,297,397,340,369,334,363,398,714,846,983,548,154,387,230,3533,1323,2016,"Colusa",54946,36.8943401526146,57.8203267637283,1.61977435513319,1.03927718739759,51.9498150835635,18.7772108047376,33.2924990576706,12.467018469657,13.3842048593231
"297",1107925,540671,504792,277676,39.1,97032,171853,83234,111922,15082,12997,12404,13217,11644,13480,11826,12851,12422,25197,35549,47864,40984,30195,39034,52794,64587,242159,2016,"Contra Costa",82881,45.5619288309227,25.0627073132207,15.5112485050883,8.75799354649457,48.8003249317418,7.51260238734571,10.8455342164875,40.6636586361095,10.1019473339802
"298",27628,15168,17427,5326,38.1,642,672,859,5219,941,881,805,452,531,486,376,426,357,918,932,959,652,243,266,218,2756,1991,2016,"Del Norte",42363,63.0773128710004,19.2775445200521,2.43231504271029,2.32372954973216,54.9008252497466,3.10916461560735,18.1650408647509,13.1228578961244,18.8902562617634
"299",183000,91349,144069,22868,45.2,1784,7596,4663,17839,2648,2866,2429,2832,2825,2921,3063,2052,2330,4530,6246,8405,6998,4933,5690,6760,7014,32587,2016,"El Dorado",72586,78.7262295081967,12.496174863388,4.15081967213115,0.974863387978142,49.9174863387978,2.54808743169399,7.18728545225384,33.3920831241226,9.74808743169399
"300",963160,480527,296265,501136,31.6,48434,95558,129680,254872,24317,21424,19052,19440,18308,17011,14148,13644,11639,22991,28326,31991,21232,12379,12912,10642,119975,92422,2016,"Fresno",45963,30.7596868640724,52.0303999335521,9.92130071846838,5.02865567506956,49.890672370115,13.4640142863076,25.4609930583115,19.613718695022,26.4620623780057
"301",27976,14216,14845,11255,36.9,195,685,4102,5578,964,846,822,485,576,410,633,437,411,1002,910,903,644,350,241,167,3797,1644,2016,"Glenn",41699,53.0633400057192,40.2309122104661,2.4485273091221,0.697026022304833,50.8149842722333,14.662567915356,27.5504280946162,11.9286025250327,19.9385187303403
"302",135182,67449,101904,14530,37.6,1603,3739,2653,27641,4194,4329,3523,3736,3352,2956,2949,3116,2647,4553,4902,5872,3236,1639,1400,1285,6724,19456,2016,"Humboldt",42685,75.3828172389815,10.7484724297614,2.76590078560755,1.1858087615215,49.8949564291104,1.96253939133908,9.58517462580185,27.7348538845331,20.4472488940835
"303",178807,91324,21334,147880,32.2,4856,2558,52697,40552,4191,4784,3016,2903,2572,2515,1890,2002,1720,3034,4469,5067,3216,1846,1560,1015,23353,13024,2016,"Imperial",42560,11.9313002287382,82.7036972825449,1.43059276202833,2.71577734652446,51.0740630959638,29.4714412746705,27.038949610967,15.0796591330122,22.6792015972529
"304",18326,9235,11733,3867,45.4,180,223,742,1905,313,617,482,322,591,473,393,585,364,481,837,965,673,367,297,213,1002,2108,2016,"Inyo",47278,64.0237913347157,21.1011677398232,1.21685037651424,0.98221106624468,50.3928844264979,4.0488922841864,10.7974137931034,22.7155172413793,10.3950671177562
"305",871337,447079,313983,449747,31.2,48264,40088,129459,194354,17625,16107,16362,16856,15298,14120,13315,11843,10046,19824,26073,30737,20839,11276,13016,9000,113036,66866,2016,"Kern",49788,36.0346226546101,51.6157353584205,4.60074575049608,5.53907386005644,51.3095392483046,14.857512076269,26.1196685476082,15.4509869165962,22.305261913588
"306",150261,83207,50536,79862,31.4,9596,5700,21460,28661,2769,2660,2042,2977,2160,2450,2484,2348,2191,2901,4531,5027,2811,1618,1692,1184,20489,9842,2016,"Kings",47241,33.6321467313541,53.1488543268047,3.79339948489628,6.38622130825697,55.3749808666254,14.2818163062937,26.2034479230612,12.5869654184571,19.0741443222127
"307",64076,31982,46301,12086,45.8,1395,872,3569,15561,2825,2296,2156,1806,2009,1784,1020,1216,1041,1840,2219,2832,1310,619,652,569,5583,4582,2016,"Lake",36132,72.2595043385979,18.8619764030214,1.36088395030901,2.17710219114801,49.9126037830077,5.5699481865285,16.8670694864048,13.8429003021148,24.2852237967414
"308",31945,21191,21101,5880,36.4,2845,535,1447,3558,642,645,458,573,555,446,463,346,489,824,1102,1105,698,426,515,214,3783,1988,2016,"Lassen",51457,66.054155579903,18.4066364063234,1.67475348254813,8.9059320707466,66.335889810612,4.52966035373298,20.0201100762066,10.5207451312447,11.1378932540304
"309",10057155,4954616,2687787,4861648,35.8,831313,1431361,1593035,1764081,212577,185054,165741,169262,150477,155128,140733,142741,123117,234976,305209,382147,277765,180683,205799,250436,1147575,1734002,2016,"Los Angeles",57952,26.7251225619969,48.3401916347118,14.2322654866113,8.26588632669975,49.2645882458807,15.8398175229476,20.9225293475132,31.6142367458742,17.5405569467707
"310",153366,74035,54887,86265,33.5,5102,3055,25135,32043,3534,2462,2469,2825,2650,2586,2528,2418,1787,3512,4314,4592,3417,1854,1434,1192,21754,9419,2016,"Madera",45742,35.7882451129977,56.2477993818708,1.99196692878474,3.3266825763207,48.2734113167195,16.3888997561389,28.828136388333,12.4819443156067,20.893157544697
"311",259358,126745,186361,40943,45.7,6075,14693,15002,20445,3524,3432,2992,3352,2906,3102,3202,3010,2675,5506,7208,11122,10432,7315,11224,23398,10529,79635,2016,"Marin",100310,71.854733611456,15.786287679578,5.66514239005544,2.34232219557523,48.8687451322111,5.78428272889211,7.56170955393885,57.1922063185412,7.8829263026396
"312",17645,8881,14381,1789,50.6,226,224,241,2849,608,392,526,398,275,306,373,395,418,663,790,893,548,299,218,153,941,1991,2016,"Mariposa",49265,81.5018418815528,10.1388495324455,1.26948143950128,1.28081609521111,50.3315386795126,1.36582601303485,10.2740473850857,21.7381810241293,16.1462170586568
"313",87409,43634,58018,20955,42.3,564,1539,7197,17366,2700,3102,2453,2106,2104,2273,1638,1511,1252,2639,3771,3635,2029,1547,1045,789,6368,9273,2016,"Mendocino",43510,66.3753160429704,23.9735038725989,1.76068825864613,0.64524248075141,49.9193446899061,8.2337059112906,14.1141008023405,20.5527727292876,19.8675193629947
"314",265001,133782,78119,152475,30.6,8902,19843,46121,62661,5776,5496,4951,5400,4444,4668,4779,4085,3165,6861,7642,8253,4750,2856,2946,2198,38694,17180,2016,"Merced",44397,29.478756683937,57.5375187263444,7.48789627208954,3.35923260666941,50.4835830808186,17.4040852676028,30.6433730359858,13.6055499239736,23.6455711487881
"315",9033,4637,7014,1335,47.1,82,130,399,1483,419,150,244,273,341,166,178,236,205,239,442,406,142,166,40,23,698,717,2016,"Modoc",41194,77.6486217203587,14.7791431418133,1.43916749695561,0.907782575002768,51.3339975644858,4.41713716373298,15.1904243743199,15.6039173014146,16.4175799845013
"316",14051,7551,9254,3865,38.9,90,167,1261,1222,92,168,164,149,201,310,362,232,213,621,572,713,499,267,176,211,1201,2364,2016,"Mono",58937,65.8600811330154,27.5069390078998,1.18852750693901,0.640523806134795,53.7399473347093,8.9744502170664,16.1620239537074,31.8126766249495,8.69688990107466
"317",430201,219883,133626,247084,33.7,11488,25195,103198,66289,5577,4947,4999,6204,5933,5964,6096,5725,5672,10848,13517,16312,11289,7173,7959,7701,66676,47033,2016,"Monterey",60889,31.0612946041502,57.4345480368479,5.85656472207178,2.67037965974045,51.1116896520464,23.9883217379783,30.4535883768835,21.4818468733871,15.408843773027
"318",140823,70010,75647,47164,40.7,2943,10931,18166,12086,1739,1973,1410,2121,1750,1728,1752,1991,2036,3386,4930,6413,5115,3613,4245,5173,13019,23414,2016,"Napa",74609,53.7177875773134,33.4916881475327,7.76222634086761,2.08985748066722,49.7148903233137,12.8998814114172,17.7627090894207,31.9453161241029,8.58240486284201
"319",98639,48833,84469,9019,49.5,495,1281,1631,11835,1870,1912,1611,2038,2416,2262,1626,2161,2062,3013,3931,5122,3904,2339,2329,1991,3701,17189,2016,"Nevada",57429,85.634485345553,9.14344224900901,1.29867496629122,0.501829905007147,49.5067873761899,1.65350419205385,7.22371862435102,33.549986337198,11.9982968197163
"320",3132211,1546687,1314672,1070553,37.3,51519,602013,336514,385556,45635,32680,33261,37032,35701,37019,34741,36168,34949,69344,93421,131384,104640,75565,95223,120249,257678,661746,2016,"Orange",78145,41.9726512677466,34.1788276715713,19.2200653148846,1.64481256211666,49.3800385733911,10.7436567970676,15.2673555831923,39.2082812182458,12.3093878413683
"321",370571,180790,275220,49904,41.5,5473,24862,7661,31932,5487,5155,4766,4715,4953,4996,5070,4506,4158,9361,13428,18050,15305,11281,13342,12157,10019,73482,2016,"Placer",76926,74.2691683914823,13.4667850425425,6.70910567745452,1.47690995787582,48.7868721513556,2.06735011644192,5.26155478182324,38.5896365383706,8.61697218616675
"322",18754,9484,15697,1578,51.7,26,171,286,2346,442,682,448,726,322,466,349,395,341,669,985,1205,565,238,276,267,880,1907,2016,"Plumas",50125,83.6994774448118,8.41420496960648,0.91180548149728,0.138637090753972,50.5705449504106,1.5250079982937,8.95583146753511,19.4076938733971,12.5093313426469
"323",2323892,1156126,865631,1102968,34.8,145025,143067,268497,376689,39681,34014,33999,36407,34338,35405,32153,31947,29497,55047,73337,91864,63128,40153,42190,32556,225816,237886,2016,"Riverside",57972,37.2491923032568,47.4621023696454,6.15635322123403,6.24060842758614,49.7495580689636,11.5537641164047,19.4266365222418,20.4650018410122,16.2094021581037
"324",1479300,722955,685952,332967,35.7,146464,224235,70581,260877,33333,29810,24921,25303,25132,24728,23206,23475,21398,41178,53378,66546,47907,28451,32661,25908,96587,234500,2016,"Sacramento",57509,46.3700398837288,22.5084161427702,15.1581829243561,9.9008990738863,48.8714256743054,4.77124315554654,12.2358053155641,29.7068585472143,17.6351652808761
"325",58051,29062,20984,33864,35.1,440,1517,8939,6224,489,647,664,737,557,710,754,678,553,1187,1839,2595,2163,1021,1625,1171,6062,5435,2016,"San Benito",73814,36.1475254517579,58.3349124046097,2.61321941051834,0.757954212675062,50.0628757471878,15.3985288797781,20.1114723641431,18.0313184261164,10.7216068629309
"326",2106754,1047925,642786,1089104,32.7,180733,142332,245327,392195,40943,34004,31554,33042,30872,29769,28808,29621,25356,50318,65115,79266,54240,30844,32658,22512,220341,208580,2016,"San Bernardino",54469,30.5107288273809,51.6958315968547,6.75598574869206,8.57874246352445,49.7412132598301,11.6447862446209,20.4858986922332,19.3924360388035,18.6160795232856
"327",3253356,1635137,1519704,1076319,35.3,163928,376393,293611,444024,61158,44613,42674,46991,45388,47301,43620,45445,41702,82404,105468,141686,108429,72052,84607,89590,224363,648121,2016,"San Diego",66529,46.7118876630778,33.0833453209547,11.5693763609024,5.03873538586002,50.2600084343675,9.02486540052795,12.8330258962149,37.0709679264439,13.6481835987208
"328",850282,433226,350088,129898,38.4,45607,287847,35893,104180,22457,20708,12701,12106,10129,10310,9028,9532,8406,17317,25947,36378,33890,24935,37190,65763,51352,323613,2016,"San Francisco",87701,41.1731637268577,15.2770492613039,33.8531216702224,5.36374990885377,50.9508610084654,4.22130540220774,9.39308578745199,59.1938906164258,12.252405672471
